"int_n","objective","budget","fund"
20,"che.25",68736842.1052632,1
1,"delta.deaths.LB",68736842.1052632,0
2,"delta.deaths.LB",68736842.1052632,1
3,"delta.deaths.LB",68736842.1052632,1
4,"delta.deaths.LB",68736842.1052632,1
5,"delta.deaths.LB",68736842.1052632,1
6,"delta.deaths.LB",68736842.1052632,1
7,"delta.deaths.LB",68736842.1052632,1
8,"delta.deaths.LB",68736842.1052632,1
9,"delta.deaths.LB",68736842.1052632,1
10,"delta.deaths.LB",68736842.1052632,1
11,"delta.deaths.LB",68736842.1052632,1
12,"delta.deaths.LB",68736842.1052632,1
13,"delta.deaths.LB",68736842.1052632,1
14,"delta.deaths.LB",68736842.1052632,1
15,"delta.deaths.LB",68736842.1052632,1
16,"delta.deaths.LB",68736842.1052632,1
17,"delta.deaths.LB",68736842.1052632,0
18,"delta.deaths.LB",68736842.1052632,1
19,"delta.deaths.LB",68736842.1052632,1
20,"delta.deaths.LB",68736842.1052632,1
1,"che.10.LB",68736842.1052632,0
2,"che.10.LB",68736842.1052632,0
3,"che.10.LB",68736842.1052632,1
4,"che.10.LB",68736842.1052632,1
5,"che.10.LB",68736842.1052632,1
6,"che.10.LB",68736842.1052632,1
7,"che.10.LB",68736842.1052632,0
8,"che.10.LB",68736842.1052632,0
9,"che.10.LB",68736842.1052632,0
10,"che.10.LB",68736842.1052632,1
11,"che.10.LB",68736842.1052632,1
12,"che.10.LB",68736842.1052632,1
13,"che.10.LB",68736842.1052632,1
14,"che.10.LB",68736842.1052632,0
15,"che.10.LB",68736842.1052632,1
16,"che.10.LB",68736842.1052632,1
17,"che.10.LB",68736842.1052632,1
18,"che.10.LB",68736842.1052632,1
19,"che.10.LB",68736842.1052632,1
20,"che.10.LB",68736842.1052632,1
1,"delta.deaths.UB",68736842.1052632,0
2,"delta.deaths.UB",68736842.1052632,1
3,"delta.deaths.UB",68736842.1052632,1
4,"delta.deaths.UB",68736842.1052632,1
5,"delta.deaths.UB",68736842.1052632,1
6,"delta.deaths.UB",68736842.1052632,1
7,"delta.deaths.UB",68736842.1052632,1
8,"delta.deaths.UB",68736842.1052632,1
9,"delta.deaths.UB",68736842.1052632,1
10,"delta.deaths.UB",68736842.1052632,1
11,"delta.deaths.UB",68736842.1052632,1
12,"delta.deaths.UB",68736842.1052632,1
13,"delta.deaths.UB",68736842.1052632,1
14,"delta.deaths.UB",68736842.1052632,1
15,"delta.deaths.UB",68736842.1052632,1
16,"delta.deaths.UB",68736842.1052632,1
17,"delta.deaths.UB",68736842.1052632,0
18,"delta.deaths.UB",68736842.1052632,1
19,"delta.deaths.UB",68736842.1052632,1
20,"delta.deaths.UB",68736842.1052632,1
1,"che.10.UB",68736842.1052632,0
2,"che.10.UB",68736842.1052632,0
3,"che.10.UB",68736842.1052632,1
4,"che.10.UB",68736842.1052632,1
5,"che.10.UB",68736842.1052632,1
6,"che.10.UB",68736842.1052632,1
7,"che.10.UB",68736842.1052632,0
8,"che.10.UB",68736842.1052632,0
9,"che.10.UB",68736842.1052632,0
10,"che.10.UB",68736842.1052632,1
11,"che.10.UB",68736842.1052632,1
12,"che.10.UB",68736842.1052632,1
13,"che.10.UB",68736842.1052632,1
14,"che.10.UB",68736842.1052632,0
15,"che.10.UB",68736842.1052632,1
16,"che.10.UB",68736842.1052632,1
17,"che.10.UB",68736842.1052632,1
18,"che.10.UB",68736842.1052632,1
19,"che.10.UB",68736842.1052632,1
20,"che.10.UB",68736842.1052632,1
1,"delta.deaths.npv",68736842.1052632,0
2,"delta.deaths.npv",68736842.1052632,1
3,"delta.deaths.npv",68736842.1052632,1
4,"delta.deaths.npv",68736842.1052632,1
5,"delta.deaths.npv",68736842.1052632,1
6,"delta.deaths.npv",68736842.1052632,1
7,"delta.deaths.npv",68736842.1052632,1
8,"delta.deaths.npv",68736842.1052632,1
9,"delta.deaths.npv",68736842.1052632,1
10,"delta.deaths.npv",68736842.1052632,1
11,"delta.deaths.npv",68736842.1052632,1
12,"delta.deaths.npv",68736842.1052632,1
13,"delta.deaths.npv",68736842.1052632,1
14,"delta.deaths.npv",68736842.1052632,1
15,"delta.deaths.npv",68736842.1052632,1
16,"delta.deaths.npv",68736842.1052632,1
17,"delta.deaths.npv",68736842.1052632,0
18,"delta.deaths.npv",68736842.1052632,1
19,"delta.deaths.npv",68736842.1052632,1
20,"delta.deaths.npv",68736842.1052632,1
1,"E",68736842.1052632,1
2,"E",68736842.1052632,0
3,"E",68736842.1052632,1
4,"E",68736842.1052632,1
5,"E",68736842.1052632,1
6,"E",68736842.1052632,1
7,"E",68736842.1052632,1
8,"E",68736842.1052632,1
9,"E",68736842.1052632,0
10,"E",68736842.1052632,0
11,"E",68736842.1052632,0
12,"E",68736842.1052632,1
13,"E",68736842.1052632,1
14,"E",68736842.1052632,1
15,"E",68736842.1052632,0
16,"E",68736842.1052632,0
17,"E",68736842.1052632,0
18,"E",68736842.1052632,1
19,"E",68736842.1052632,1
20,"E",68736842.1052632,1
1,"E.LB",68736842.1052632,0
2,"E.LB",68736842.1052632,0
3,"E.LB",68736842.1052632,1
4,"E.LB",68736842.1052632,0
5,"E.LB",68736842.1052632,0
6,"E.LB",68736842.1052632,0
7,"E.LB",68736842.1052632,0
8,"E.LB",68736842.1052632,0
9,"E.LB",68736842.1052632,0
10,"E.LB",68736842.1052632,0
11,"E.LB",68736842.1052632,0
12,"E.LB",68736842.1052632,0
13,"E.LB",68736842.1052632,1
14,"E.LB",68736842.1052632,0
15,"E.LB",68736842.1052632,0
16,"E.LB",68736842.1052632,0
17,"E.LB",68736842.1052632,0
18,"E.LB",68736842.1052632,0
19,"E.LB",68736842.1052632,0
20,"E.LB",68736842.1052632,0
1,"E.UB",68736842.1052632,0
2,"E.UB",68736842.1052632,1
3,"E.UB",68736842.1052632,1
4,"E.UB",68736842.1052632,1
5,"E.UB",68736842.1052632,1
6,"E.UB",68736842.1052632,1
7,"E.UB",68736842.1052632,1
8,"E.UB",68736842.1052632,1
9,"E.UB",68736842.1052632,1
10,"E.UB",68736842.1052632,1
11,"E.UB",68736842.1052632,1
12,"E.UB",68736842.1052632,1
13,"E.UB",68736842.1052632,1
14,"E.UB",68736842.1052632,1
15,"E.UB",68736842.1052632,1
16,"E.UB",68736842.1052632,1
17,"E.UB",68736842.1052632,0
18,"E.UB",68736842.1052632,1
19,"E.UB",68736842.1052632,1
20,"E.UB",68736842.1052632,1
1,"delta.deaths",73947368.4210526,1
2,"delta.deaths",73947368.4210526,1
3,"delta.deaths",73947368.4210526,1
4,"delta.deaths",73947368.4210526,1
5,"delta.deaths",73947368.4210526,1
6,"delta.deaths",73947368.4210526,1
7,"delta.deaths",73947368.4210526,1
8,"delta.deaths",73947368.4210526,1
9,"delta.deaths",73947368.4210526,1
10,"delta.deaths",73947368.4210526,1
11,"delta.deaths",73947368.4210526,1
12,"delta.deaths",73947368.4210526,1
13,"delta.deaths",73947368.4210526,1
14,"delta.deaths",73947368.4210526,1
15,"delta.deaths",73947368.4210526,1
16,"delta.deaths",73947368.4210526,1
17,"delta.deaths",73947368.4210526,0
18,"delta.deaths",73947368.4210526,1
19,"delta.deaths",73947368.4210526,1
20,"delta.deaths",73947368.4210526,1
1,"che.10",73947368.4210526,1
2,"che.10",73947368.4210526,1
3,"che.10",73947368.4210526,1
4,"che.10",73947368.4210526,1
5,"che.10",73947368.4210526,1
6,"che.10",73947368.4210526,1
7,"che.10",73947368.4210526,0
8,"che.10",73947368.4210526,0
9,"che.10",73947368.4210526,0
10,"che.10",73947368.4210526,1
11,"che.10",73947368.4210526,1
12,"che.10",73947368.4210526,1
13,"che.10",73947368.4210526,1
14,"che.10",73947368.4210526,0
15,"che.10",73947368.4210526,1
16,"che.10",73947368.4210526,1
17,"che.10",73947368.4210526,1
18,"che.10",73947368.4210526,1
19,"che.10",73947368.4210526,1
20,"che.10",73947368.4210526,1
1,"che.25",73947368.4210526,1
2,"che.25",73947368.4210526,0
3,"che.25",73947368.4210526,1
4,"che.25",73947368.4210526,1
5,"che.25",73947368.4210526,1
6,"che.25",73947368.4210526,1
7,"che.25",73947368.4210526,0
8,"che.25",73947368.4210526,1
9,"che.25",73947368.4210526,0
10,"che.25",73947368.4210526,1
11,"che.25",73947368.4210526,1
12,"che.25",73947368.4210526,1
13,"che.25",73947368.4210526,1
14,"che.25",73947368.4210526,0
15,"che.25",73947368.4210526,1
16,"che.25",73947368.4210526,1
17,"che.25",73947368.4210526,1
18,"che.25",73947368.4210526,1
19,"che.25",73947368.4210526,1
20,"che.25",73947368.4210526,1
1,"delta.deaths.LB",73947368.4210526,1
2,"delta.deaths.LB",73947368.4210526,1
3,"delta.deaths.LB",73947368.4210526,1
4,"delta.deaths.LB",73947368.4210526,1
5,"delta.deaths.LB",73947368.4210526,1
6,"delta.deaths.LB",73947368.4210526,1
7,"delta.deaths.LB",73947368.4210526,1
8,"delta.deaths.LB",73947368.4210526,1
9,"delta.deaths.LB",73947368.4210526,1
10,"delta.deaths.LB",73947368.4210526,1
11,"delta.deaths.LB",73947368.4210526,1
12,"delta.deaths.LB",73947368.4210526,1
13,"delta.deaths.LB",73947368.4210526,1
14,"delta.deaths.LB",73947368.4210526,1
15,"delta.deaths.LB",73947368.4210526,1
16,"delta.deaths.LB",73947368.4210526,1
17,"delta.deaths.LB",73947368.4210526,0
18,"delta.deaths.LB",73947368.4210526,1
19,"delta.deaths.LB",73947368.4210526,1
20,"delta.deaths.LB",73947368.4210526,1
1,"che.10.LB",73947368.4210526,1
2,"che.10.LB",73947368.4210526,1
3,"che.10.LB",73947368.4210526,1
4,"che.10.LB",73947368.4210526,1
5,"che.10.LB",73947368.4210526,1
6,"che.10.LB",73947368.4210526,1
7,"che.10.LB",73947368.4210526,0
8,"che.10.LB",73947368.4210526,0
9,"che.10.LB",73947368.4210526,0
10,"che.10.LB",73947368.4210526,1
11,"che.10.LB",73947368.4210526,1
12,"che.10.LB",73947368.4210526,1
13,"che.10.LB",73947368.4210526,1
14,"che.10.LB",73947368.4210526,0
15,"che.10.LB",73947368.4210526,1
16,"che.10.LB",73947368.4210526,1
17,"che.10.LB",73947368.4210526,1
18,"che.10.LB",73947368.4210526,1
19,"che.10.LB",73947368.4210526,1
20,"che.10.LB",73947368.4210526,1
1,"delta.deaths.UB",73947368.4210526,1
2,"delta.deaths.UB",73947368.4210526,1
3,"delta.deaths.UB",73947368.4210526,1
4,"delta.deaths.UB",73947368.4210526,1
5,"delta.deaths.UB",73947368.4210526,1
6,"delta.deaths.UB",73947368.4210526,1
7,"delta.deaths.UB",73947368.4210526,1
8,"delta.deaths.UB",73947368.4210526,1
9,"delta.deaths.UB",73947368.4210526,1
10,"delta.deaths.UB",73947368.4210526,1
11,"delta.deaths.UB",73947368.4210526,1
12,"delta.deaths.UB",73947368.4210526,1
13,"delta.deaths.UB",73947368.4210526,1
14,"delta.deaths.UB",73947368.4210526,1
15,"delta.deaths.UB",73947368.4210526,1
16,"delta.deaths.UB",73947368.4210526,1
17,"delta.deaths.UB",73947368.4210526,0
18,"delta.deaths.UB",73947368.4210526,1
19,"delta.deaths.UB",73947368.4210526,1
20,"delta.deaths.UB",73947368.4210526,1
1,"che.10.UB",73947368.4210526,1
2,"che.10.UB",73947368.4210526,1
3,"che.10.UB",73947368.4210526,1
4,"che.10.UB",73947368.4210526,1
5,"che.10.UB",73947368.4210526,1
6,"che.10.UB",73947368.4210526,1
7,"che.10.UB",73947368.4210526,0
8,"che.10.UB",73947368.4210526,0
9,"che.10.UB",73947368.4210526,0
10,"che.10.UB",73947368.4210526,1
11,"che.10.UB",73947368.4210526,1
12,"che.10.UB",73947368.4210526,1
13,"che.10.UB",73947368.4210526,1
14,"che.10.UB",73947368.4210526,0
15,"che.10.UB",73947368.4210526,1
16,"che.10.UB",73947368.4210526,1
17,"che.10.UB",73947368.4210526,1
18,"che.10.UB",73947368.4210526,1
19,"che.10.UB",73947368.4210526,1
20,"che.10.UB",73947368.4210526,1
1,"delta.deaths.npv",73947368.4210526,1
2,"delta.deaths.npv",73947368.4210526,1
3,"delta.deaths.npv",73947368.4210526,1
4,"delta.deaths.npv",73947368.4210526,1
5,"delta.deaths.npv",73947368.4210526,1
6,"delta.deaths.npv",73947368.4210526,1
7,"delta.deaths.npv",73947368.4210526,1
8,"delta.deaths.npv",73947368.4210526,1
9,"delta.deaths.npv",73947368.4210526,1
10,"delta.deaths.npv",73947368.4210526,1
11,"delta.deaths.npv",73947368.4210526,1
12,"delta.deaths.npv",73947368.4210526,1
13,"delta.deaths.npv",73947368.4210526,1
14,"delta.deaths.npv",73947368.4210526,1
15,"delta.deaths.npv",73947368.4210526,1
16,"delta.deaths.npv",73947368.4210526,1
17,"delta.deaths.npv",73947368.4210526,0
18,"delta.deaths.npv",73947368.4210526,1
19,"delta.deaths.npv",73947368.4210526,1
20,"delta.deaths.npv",73947368.4210526,1
1,"E",73947368.4210526,1
2,"E",73947368.4210526,0
3,"E",73947368.4210526,1
4,"E",73947368.4210526,1
5,"E",73947368.4210526,1
6,"E",73947368.4210526,1
7,"E",73947368.4210526,1
8,"E",73947368.4210526,1
9,"E",73947368.4210526,0
10,"E",73947368.4210526,0
11,"E",73947368.4210526,0
12,"E",73947368.4210526,1
13,"E",73947368.4210526,1
14,"E",73947368.4210526,1
15,"E",73947368.4210526,0
16,"E",73947368.4210526,0
17,"E",73947368.4210526,0
18,"E",73947368.4210526,1
19,"E",73947368.4210526,1
20,"E",73947368.4210526,1
1,"E.LB",73947368.4210526,0
2,"E.LB",73947368.4210526,0
3,"E.LB",73947368.4210526,1
4,"E.LB",73947368.4210526,0
5,"E.LB",73947368.4210526,0
6,"E.LB",73947368.4210526,0
7,"E.LB",73947368.4210526,0
8,"E.LB",73947368.4210526,0
9,"E.LB",73947368.4210526,0
10,"E.LB",73947368.4210526,0
11,"E.LB",73947368.4210526,0
12,"E.LB",73947368.4210526,0
13,"E.LB",73947368.4210526,1
14,"E.LB",73947368.4210526,0
15,"E.LB",73947368.4210526,0
16,"E.LB",73947368.4210526,0
17,"E.LB",73947368.4210526,0
18,"E.LB",73947368.4210526,0
19,"E.LB",73947368.4210526,0
20,"E.LB",73947368.4210526,0
1,"E.UB",73947368.4210526,1
2,"E.UB",73947368.4210526,1
3,"E.UB",73947368.4210526,1
4,"E.UB",73947368.4210526,1
5,"E.UB",73947368.4210526,1
6,"E.UB",73947368.4210526,1
7,"E.UB",73947368.4210526,1
8,"E.UB",73947368.4210526,1
9,"E.UB",73947368.4210526,1
10,"E.UB",73947368.4210526,1
11,"E.UB",73947368.4210526,1
12,"E.UB",73947368.4210526,1
13,"E.UB",73947368.4210526,1
14,"E.UB",73947368.4210526,1
15,"E.UB",73947368.4210526,1
16,"E.UB",73947368.4210526,1
17,"E.UB",73947368.4210526,0
18,"E.UB",73947368.4210526,1
19,"E.UB",73947368.4210526,1
20,"E.UB",73947368.4210526,1
1,"delta.deaths",79157894.7368421,1
2,"delta.deaths",79157894.7368421,1
3,"delta.deaths",79157894.7368421,1
4,"delta.deaths",79157894.7368421,1
5,"delta.deaths",79157894.7368421,1
6,"delta.deaths",79157894.7368421,1
7,"delta.deaths",79157894.7368421,1
8,"delta.deaths",79157894.7368421,1
9,"delta.deaths",79157894.7368421,1
10,"delta.deaths",79157894.7368421,1
11,"delta.deaths",79157894.7368421,1
12,"delta.deaths",79157894.7368421,1
13,"delta.deaths",79157894.7368421,1
14,"delta.deaths",79157894.7368421,1
15,"delta.deaths",79157894.7368421,1
16,"delta.deaths",79157894.7368421,1
17,"delta.deaths",79157894.7368421,0
18,"delta.deaths",79157894.7368421,1
19,"delta.deaths",79157894.7368421,1
20,"delta.deaths",79157894.7368421,1
1,"che.10",79157894.7368421,1
2,"che.10",79157894.7368421,1
3,"che.10",79157894.7368421,1
4,"che.10",79157894.7368421,1
5,"che.10",79157894.7368421,1
6,"che.10",79157894.7368421,1
7,"che.10",79157894.7368421,0
8,"che.10",79157894.7368421,0
9,"che.10",79157894.7368421,1
10,"che.10",79157894.7368421,1
11,"che.10",79157894.7368421,1
12,"che.10",79157894.7368421,1
13,"che.10",79157894.7368421,1
14,"che.10",79157894.7368421,1
15,"che.10",79157894.7368421,0
16,"che.10",79157894.7368421,1
17,"che.10",79157894.7368421,1
18,"che.10",79157894.7368421,1
19,"che.10",79157894.7368421,1
20,"che.10",79157894.7368421,1
1,"che.25",79157894.7368421,1
2,"che.25",79157894.7368421,1
3,"che.25",79157894.7368421,1
4,"che.25",79157894.7368421,1
5,"che.25",79157894.7368421,1
6,"che.25",79157894.7368421,1
7,"che.25",79157894.7368421,1
8,"che.25",79157894.7368421,1
9,"che.25",79157894.7368421,0
10,"che.25",79157894.7368421,1
11,"che.25",79157894.7368421,1
12,"che.25",79157894.7368421,1
13,"che.25",79157894.7368421,1
14,"che.25",79157894.7368421,0
15,"che.25",79157894.7368421,0
16,"che.25",79157894.7368421,1
17,"che.25",79157894.7368421,1
18,"che.25",79157894.7368421,1
19,"che.25",79157894.7368421,1
20,"che.25",79157894.7368421,1
1,"delta.deaths.LB",79157894.7368421,1
2,"delta.deaths.LB",79157894.7368421,1
3,"delta.deaths.LB",79157894.7368421,1
4,"delta.deaths.LB",79157894.7368421,1
5,"delta.deaths.LB",79157894.7368421,1
6,"delta.deaths.LB",79157894.7368421,1
7,"delta.deaths.LB",79157894.7368421,1
8,"delta.deaths.LB",79157894.7368421,1
9,"delta.deaths.LB",79157894.7368421,1
10,"delta.deaths.LB",79157894.7368421,1
11,"delta.deaths.LB",79157894.7368421,1
12,"delta.deaths.LB",79157894.7368421,1
13,"delta.deaths.LB",79157894.7368421,1
14,"delta.deaths.LB",79157894.7368421,1
15,"delta.deaths.LB",79157894.7368421,1
16,"delta.deaths.LB",79157894.7368421,1
17,"delta.deaths.LB",79157894.7368421,0
18,"delta.deaths.LB",79157894.7368421,1
19,"delta.deaths.LB",79157894.7368421,1
20,"delta.deaths.LB",79157894.7368421,1
1,"che.10.LB",79157894.7368421,1
2,"che.10.LB",79157894.7368421,1
3,"che.10.LB",79157894.7368421,1
4,"che.10.LB",79157894.7368421,1
5,"che.10.LB",79157894.7368421,1
6,"che.10.LB",79157894.7368421,1
7,"che.10.LB",79157894.7368421,0
8,"che.10.LB",79157894.7368421,0
9,"che.10.LB",79157894.7368421,1
10,"che.10.LB",79157894.7368421,1
11,"che.10.LB",79157894.7368421,1
12,"che.10.LB",79157894.7368421,1
13,"che.10.LB",79157894.7368421,1
14,"che.10.LB",79157894.7368421,1
15,"che.10.LB",79157894.7368421,0
16,"che.10.LB",79157894.7368421,1
17,"che.10.LB",79157894.7368421,1
18,"che.10.LB",79157894.7368421,1
19,"che.10.LB",79157894.7368421,1
20,"che.10.LB",79157894.7368421,1
1,"delta.deaths.UB",79157894.7368421,1
2,"delta.deaths.UB",79157894.7368421,1
3,"delta.deaths.UB",79157894.7368421,1
4,"delta.deaths.UB",79157894.7368421,1
5,"delta.deaths.UB",79157894.7368421,1
6,"delta.deaths.UB",79157894.7368421,1
7,"delta.deaths.UB",79157894.7368421,1
8,"delta.deaths.UB",79157894.7368421,1
9,"delta.deaths.UB",79157894.7368421,1
10,"delta.deaths.UB",79157894.7368421,1
11,"delta.deaths.UB",79157894.7368421,1
12,"delta.deaths.UB",79157894.7368421,1
13,"delta.deaths.UB",79157894.7368421,1
14,"delta.deaths.UB",79157894.7368421,1
15,"delta.deaths.UB",79157894.7368421,1
16,"delta.deaths.UB",79157894.7368421,1
17,"delta.deaths.UB",79157894.7368421,0
18,"delta.deaths.UB",79157894.7368421,1
19,"delta.deaths.UB",79157894.7368421,1
20,"delta.deaths.UB",79157894.7368421,1
1,"che.10.UB",79157894.7368421,1
2,"che.10.UB",79157894.7368421,1
3,"che.10.UB",79157894.7368421,1
4,"che.10.UB",79157894.7368421,1
5,"che.10.UB",79157894.7368421,1
6,"che.10.UB",79157894.7368421,1
7,"che.10.UB",79157894.7368421,0
8,"che.10.UB",79157894.7368421,1
9,"che.10.UB",79157894.7368421,1
10,"che.10.UB",79157894.7368421,1
11,"che.10.UB",79157894.7368421,1
12,"che.10.UB",79157894.7368421,1
13,"che.10.UB",79157894.7368421,1
14,"che.10.UB",79157894.7368421,0
15,"che.10.UB",79157894.7368421,0
16,"che.10.UB",79157894.7368421,1
17,"che.10.UB",79157894.7368421,1
18,"che.10.UB",79157894.7368421,1
19,"che.10.UB",79157894.7368421,1
20,"che.10.UB",79157894.7368421,1
1,"delta.deaths.npv",79157894.7368421,1
2,"delta.deaths.npv",79157894.7368421,1
3,"delta.deaths.npv",79157894.7368421,1
4,"delta.deaths.npv",79157894.7368421,1
5,"delta.deaths.npv",79157894.7368421,1
6,"delta.deaths.npv",79157894.7368421,1
7,"delta.deaths.npv",79157894.7368421,1
8,"delta.deaths.npv",79157894.7368421,1
9,"delta.deaths.npv",79157894.7368421,1
10,"delta.deaths.npv",79157894.7368421,1
11,"delta.deaths.npv",79157894.7368421,1
12,"delta.deaths.npv",79157894.7368421,1
13,"delta.deaths.npv",79157894.7368421,1
14,"delta.deaths.npv",79157894.7368421,1
15,"delta.deaths.npv",79157894.7368421,1
16,"delta.deaths.npv",79157894.7368421,1
17,"delta.deaths.npv",79157894.7368421,0
18,"delta.deaths.npv",79157894.7368421,1
19,"delta.deaths.npv",79157894.7368421,1
20,"delta.deaths.npv",79157894.7368421,1
1,"E",79157894.7368421,1
2,"E",79157894.7368421,0
3,"E",79157894.7368421,1
4,"E",79157894.7368421,1
5,"E",79157894.7368421,1
6,"E",79157894.7368421,1
7,"E",79157894.7368421,1
8,"E",79157894.7368421,1
9,"E",79157894.7368421,0
10,"E",79157894.7368421,0
11,"E",79157894.7368421,0
12,"E",79157894.7368421,1
13,"E",79157894.7368421,1
14,"E",79157894.7368421,1
15,"E",79157894.7368421,0
16,"E",79157894.7368421,0
17,"E",79157894.7368421,0
18,"E",79157894.7368421,1
19,"E",79157894.7368421,1
20,"E",79157894.7368421,1
1,"E.LB",79157894.7368421,0
2,"E.LB",79157894.7368421,0
3,"E.LB",79157894.7368421,1
4,"E.LB",79157894.7368421,0
5,"E.LB",79157894.7368421,0
6,"E.LB",79157894.7368421,0
7,"E.LB",79157894.7368421,0
8,"E.LB",79157894.7368421,0
9,"E.LB",79157894.7368421,0
10,"E.LB",79157894.7368421,0
11,"E.LB",79157894.7368421,0
12,"E.LB",79157894.7368421,0
13,"E.LB",79157894.7368421,1
14,"E.LB",79157894.7368421,0
15,"E.LB",79157894.7368421,0
16,"E.LB",79157894.7368421,0
17,"E.LB",79157894.7368421,0
18,"E.LB",79157894.7368421,0
19,"E.LB",79157894.7368421,0
20,"E.LB",79157894.7368421,0
1,"E.UB",79157894.7368421,1
2,"E.UB",79157894.7368421,1
3,"E.UB",79157894.7368421,1
4,"E.UB",79157894.7368421,1
5,"E.UB",79157894.7368421,1
6,"E.UB",79157894.7368421,1
7,"E.UB",79157894.7368421,1
8,"E.UB",79157894.7368421,1
9,"E.UB",79157894.7368421,1
10,"E.UB",79157894.7368421,1
11,"E.UB",79157894.7368421,1
12,"E.UB",79157894.7368421,1
13,"E.UB",79157894.7368421,1
14,"E.UB",79157894.7368421,1
15,"E.UB",79157894.7368421,1
16,"E.UB",79157894.7368421,1
17,"E.UB",79157894.7368421,0
18,"E.UB",79157894.7368421,1
19,"E.UB",79157894.7368421,1
20,"E.UB",79157894.7368421,1
1,"delta.deaths",84368421.0526316,0
2,"delta.deaths",84368421.0526316,1
3,"delta.deaths",84368421.0526316,1
4,"delta.deaths",84368421.0526316,1
5,"delta.deaths",84368421.0526316,1
6,"delta.deaths",84368421.0526316,1
7,"delta.deaths",84368421.0526316,1
8,"delta.deaths",84368421.0526316,1
9,"delta.deaths",84368421.0526316,1
10,"delta.deaths",84368421.0526316,1
11,"delta.deaths",84368421.0526316,1
12,"delta.deaths",84368421.0526316,1
13,"delta.deaths",84368421.0526316,1
14,"delta.deaths",84368421.0526316,1
15,"delta.deaths",84368421.0526316,1
16,"delta.deaths",84368421.0526316,1
17,"delta.deaths",84368421.0526316,1
18,"delta.deaths",84368421.0526316,1
19,"delta.deaths",84368421.0526316,1
20,"delta.deaths",84368421.0526316,1
1,"che.10",84368421.0526316,1
2,"che.10",84368421.0526316,1
3,"che.10",84368421.0526316,1
4,"che.10",84368421.0526316,1
5,"che.10",84368421.0526316,1
6,"che.10",84368421.0526316,1
7,"che.10",84368421.0526316,0
8,"che.10",84368421.0526316,1
9,"che.10",84368421.0526316,1
10,"che.10",84368421.0526316,1
11,"che.10",84368421.0526316,1
12,"che.10",84368421.0526316,1
13,"che.10",84368421.0526316,1
14,"che.10",84368421.0526316,1
15,"che.10",84368421.0526316,1
16,"che.10",84368421.0526316,1
17,"che.10",84368421.0526316,1
18,"che.10",84368421.0526316,1
19,"che.10",84368421.0526316,1
20,"che.10",84368421.0526316,1
1,"che.25",84368421.0526316,1
2,"che.25",84368421.0526316,1
3,"che.25",84368421.0526316,1
4,"che.25",84368421.0526316,1
5,"che.25",84368421.0526316,1
6,"che.25",84368421.0526316,1
7,"che.25",84368421.0526316,1
8,"che.25",84368421.0526316,1
9,"che.25",84368421.0526316,1
10,"che.25",84368421.0526316,1
11,"che.25",84368421.0526316,1
12,"che.25",84368421.0526316,1
13,"che.25",84368421.0526316,1
14,"che.25",84368421.0526316,0
15,"che.25",84368421.0526316,1
16,"che.25",84368421.0526316,1
17,"che.25",84368421.0526316,1
18,"che.25",84368421.0526316,1
19,"che.25",84368421.0526316,1
20,"che.25",84368421.0526316,1
1,"delta.deaths.LB",84368421.0526316,0
2,"delta.deaths.LB",84368421.0526316,1
3,"delta.deaths.LB",84368421.0526316,1
4,"delta.deaths.LB",84368421.0526316,1
5,"delta.deaths.LB",84368421.0526316,1
6,"delta.deaths.LB",84368421.0526316,1
7,"delta.deaths.LB",84368421.0526316,1
8,"delta.deaths.LB",84368421.0526316,1
9,"delta.deaths.LB",84368421.0526316,1
10,"delta.deaths.LB",84368421.0526316,1
11,"delta.deaths.LB",84368421.0526316,1
12,"delta.deaths.LB",84368421.0526316,1
13,"delta.deaths.LB",84368421.0526316,1
14,"delta.deaths.LB",84368421.0526316,1
15,"delta.deaths.LB",84368421.0526316,1
16,"delta.deaths.LB",84368421.0526316,1
17,"delta.deaths.LB",84368421.0526316,1
18,"delta.deaths.LB",84368421.0526316,1
19,"delta.deaths.LB",84368421.0526316,1
20,"delta.deaths.LB",84368421.0526316,1
1,"che.10.LB",84368421.0526316,1
2,"che.10.LB",84368421.0526316,1
3,"che.10.LB",84368421.0526316,1
4,"che.10.LB",84368421.0526316,1
5,"che.10.LB",84368421.0526316,1
6,"che.10.LB",84368421.0526316,1
7,"che.10.LB",84368421.0526316,0
8,"che.10.LB",84368421.0526316,1
9,"che.10.LB",84368421.0526316,1
10,"che.10.LB",84368421.0526316,1
11,"che.10.LB",84368421.0526316,1
12,"che.10.LB",84368421.0526316,1
13,"che.10.LB",84368421.0526316,1
14,"che.10.LB",84368421.0526316,1
15,"che.10.LB",84368421.0526316,1
16,"che.10.LB",84368421.0526316,1
17,"che.10.LB",84368421.0526316,1
18,"che.10.LB",84368421.0526316,1
19,"che.10.LB",84368421.0526316,1
20,"che.10.LB",84368421.0526316,1
1,"delta.deaths.UB",84368421.0526316,0
2,"delta.deaths.UB",84368421.0526316,1
3,"delta.deaths.UB",84368421.0526316,1
4,"delta.deaths.UB",84368421.0526316,1
5,"delta.deaths.UB",84368421.0526316,1
6,"delta.deaths.UB",84368421.0526316,1
7,"delta.deaths.UB",84368421.0526316,1
8,"delta.deaths.UB",84368421.0526316,1
9,"delta.deaths.UB",84368421.0526316,1
10,"delta.deaths.UB",84368421.0526316,1
11,"delta.deaths.UB",84368421.0526316,1
